word,level,pos,definition_url,voice_url
desire,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/desire_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/desir/desire__us_1.ogg
desk,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/desk,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/desk_/desk__us_1.ogg
desktop,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/desktop,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/deskt/desktop__us_1.ogg
desperate,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/desperate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/despe/desperate__us_2_rr.ogg
desperately,B2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/desperately,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/despe/desperately__us_1.ogg
despite,B1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/despite,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/despi/despite__us_1.ogg
destination,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/destination_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/desti/destination__us_2.ogg
destroy,A2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/destroy,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/destr/destroy__us_1.ogg
destruction,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/destruction,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/destr/destruction__us_1.ogg
destructive,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/destructive,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/des/destr/destructive__us_1.ogg
detail,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detail_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/detai/detail__us_1.ogg
detail,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/detail_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/detai/detail__us_1.ogg
detailed,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/detailed,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/detai/detailed__us_1_rr.ogg
detain,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/detain,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/detai/detain__us_1.ogg
detect,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/detect,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/detec/detect__us_1.ogg
detection,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detection,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/detec/detection__us_1.ogg
detective,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/detec/detective__us_1.ogg
detention,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/detention,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/deten/detention__us_1.ogg
deteriorate,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/deteriorate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/deter/deteriorate__us_1.ogg
determination,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/determination,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/deter/determination__us_1.ogg
determine,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/determine,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/deter/determine__us_1.ogg
determined,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/determined,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/det/deter/determined__us_1.ogg
devastate,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/devastate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devas/devastate__us_1.ogg
develop,A2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/develop,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devel/develop__us_1.ogg
development,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/development,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devel/development__us_1.ogg
device,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/device,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devic/device__us_1.ogg
devil,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/devil,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devil/devil__us_1.ogg
devise,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/devise,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devis/devise__us_1.ogg
devote,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/devote,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dev/devot/devote__us_1.ogg
diagnose,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/diagnose,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dia/diagn/diagnose__us_1_rr.ogg
diagnosis,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diagnosis,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dia/diagn/diagnosis__us_1.ogg
diagram,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diagram_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dia/diagr/diagram__us_1.ogg
dialogue,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dialogue,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dia/dialo/dialogue__us_1_rr.ogg
diamond,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diamond,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dia/diamo/diamond__us_4.ogg
diary,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diary,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dia/diary/diary__us_1.ogg
dictate,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dictate_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dic/dicta/dictate__us_1.ogg
dictator,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dictator,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dic/dicta/dictator__us_1.ogg
dictionary,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dictionary,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dic/dicti/dictionary__us_1.ogg
die,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/die_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/die/die__/die__us_1.ogg
diet,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diet_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/die/diet_/diet__us_1.ogg
differ,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/differ,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffe/differ__us_1.ogg
difference,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/difference,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffe/difference__us_1.ogg
different,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/different,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffe/different__us_1.ogg
differentiate,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/differentiate,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffe/differentiate__us_1.ogg
differently,A2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/differently,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffe/differently__us_3.ogg
difficult,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/difficult,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffi/difficult__us_2_rr.ogg
difficulty,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/difficulty,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dif/diffi/difficulty__us_2_rr.ogg
dig,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dig_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dig/dig__/dig__us_1.ogg
digital,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/digital_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dig/digit/digital__us_3.ogg
dignity,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dignity,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dig/digni/dignity__us_1.ogg
dilemma,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dilemma,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dil/dilem/dilemma__us_1.ogg
dimension,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dimension,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dim/dimen/dimension__us_1.ogg
diminish,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/diminish,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dim/dimin/diminish__us_1.ogg
dinner,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dinner,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/din/dinne/dinner__us_3.ogg
dip,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dip_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dip/dip__/dip__us_2.ogg
diplomat,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diplomat,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dip/diplo/diplomat__us_1.ogg
diplomatic,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/diplomatic,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dip/diplo/diplomatic__us_1.ogg
direct,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/direct_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/direct__us_1_rr.ogg
direct,B1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/direct_3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/direct__us_1_rr.ogg
direct,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/direct_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/direct__us_1_rr.ogg
direction,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/direction,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/direction__us_1_rr.ogg
directly,B1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/directly_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/directly__us_1_rr.ogg
director,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/director,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/director__us_1_rr.ogg
directory,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/directory,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/directory__us_1_rr.ogg
dirt,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dirt,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/dirt_/dirt__us_1.ogg
dirty,A1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dirty_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/dirty/dirty__us_1.ogg
disability,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disability,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disab/disability__us_1.ogg
disabled,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disabled,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disab/disabled__us_1.ogg
disadvantage,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disadvantage_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disad/disadvantage__us_4.ogg
disagree,A2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disagree,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disag/disagree__us_4.ogg
disagreement,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disagreement,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disag/disagreement__us_1.ogg
disappear,A2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disappear,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disap/disappear__us_1.ogg
disappoint,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disappoint,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disap/disappoint__us_1.ogg
disappointed,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disappointed,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disap/disappointed__us_5.ogg
disappointing,B1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disappointing,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disap/disappointing__us_5.ogg
disappointment,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disappointment,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disap/disappointment__us_1.ogg
disaster,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disaster,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disas/disaster__us_4.ogg
disastrous,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disastrous,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disas/disastrous__us_1.ogg
disc,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disc,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disc_/disc__us_1.ogg
discard,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discard_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disca/discard__us_1.ogg
discharge,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discharge_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disch/discharge__us_1_rr.ogg
discipline,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discipline_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disci/discipline__us_1.ogg
disclose,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disclose,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discl/disclose__us_1.ogg
disclosure,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disclosure,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discl/disclosure__us_1.ogg
discount,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discount_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disco/discount__us_1_rr.ogg
discount,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discount_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disco/discount__us_1_rr.ogg
discourage,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discourage,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disco/discourage__us_1.ogg
discourse,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discourse_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disco/discourse__us_1.ogg
discover,A2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discover,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disco/discover__us_1.ogg
discovery,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discovery,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disco/discovery__us_1_rr.ogg
discretion,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discretion,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discr/discretion__us_1.ogg
discrimination,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discrimination,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discr/discrimination__us_1.ogg
discuss,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/discuss,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discu/discuss__us_1.ogg
discussion,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/discussion,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discu/discussion__us_1.ogg
disease,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disease,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disea/disease__us_1.ogg
dish,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dish_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dish_/dish__us_1.ogg
dishonest,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/dishonest,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disho/dishonest__us_1.ogg
disk,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disk,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disc_/disc__us_1.ogg
dislike,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dislike_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disli/dislike__us_1.ogg
dislike,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dislike_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disli/dislike__us_1.ogg
dismiss,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dismiss,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dismi/dismiss__us_3.ogg
dismissal,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dismissal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dismi/dismissal__us_1.ogg
disorder,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disorder,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disor/disorder__us_1.ogg
displace,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/displace,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/displ/displace__us_1.ogg
display,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/display_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/displ/display__us_2.ogg
display,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/display_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/displ/display__us_2.ogg
disposal,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disposal,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispo/disposal__us_1.ogg
dispose,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dispose,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispo/dispose__us_1.ogg
dispute,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dispute_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispu/dispute__us_3.ogg
dispute,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dispute_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispu/dispute__us_3.ogg
disrupt,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disrupt,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disru/disrupt__us_1.ogg
disruption,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/disruption,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disru/disruption__us_1.ogg
dissolve,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dissolve,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disso/dissolve__us_1.ogg
distance,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distance_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dista/distance__us_2.ogg
distant,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/distant,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dista/distant__us_1.ogg
distinct,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/distinct,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinct__us_1.ogg
distinction,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distinction,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinction__us_1.ogg
distinctive,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/distinctive,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinctive__us_1.ogg
distinguish,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distinguish,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinguish__us_1.ogg
distort,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distort,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disto/distort__us_1.ogg
distract,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distract,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/distract__us_1.ogg
distress,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distress_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/distress__us_1.ogg
distress,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distress_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/distress__us_1.ogg
distribute,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/distribute,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/distribute__us_1_rr.ogg
distribution,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/distribution,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/distribution__us_1.ogg
district,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/district,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/district__us_1.ogg
disturb,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/disturb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distu/disturb__us_1.ogg
disturbing,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/disturbing,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distu/disturbing__us_1.ogg
dive,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dive_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/dive_/dive__us_1.ogg
dive,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/dive_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/dive_/dive__us_1.ogg
diverse,B2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/diverse,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/diver/diverse__us_1_rr.ogg
diversity,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/diversity,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/diver/diversity__us_1_rr.ogg
divert,C1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/divert,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/diver/divert__us_1_rr.ogg
divide,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/divide_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divid/divide__us_2.ogg
divide,B1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/divide_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divid/divide__us_2.ogg
divine,C1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/divine_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divin/divine__us_1.ogg
division,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/division,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divis/division__us_2.ogg
divorce,B2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divor/divorce__us_1.ogg
divorce,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/divorce_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divor/divorce__us_1.ogg
divorced,A2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/divorced,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divor/divorced__us_1.ogg
do,A1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/do1_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/do_/do__u/do__us_3_rr.ogg
do,A1,auxiliary verb,https://www.oxfordlearnersdictionaries.com/definition/english/do1_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/do_/do__u/do__us_1.ogg
doctor,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doctor_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docto/doctor__us_2.ogg
doctrine,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/doctrine,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/doctr/doctrine__us_1.ogg
document,A2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/document_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docum/document__us_1.ogg
document,B2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/document_2,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docum/document__us_2.ogg
documentary,B1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/documentary_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docum/documentary__us_2_rr.ogg
documentation,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/documentation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docum/documentation__us_2_rr.ogg
dog,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dog_1,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dog/dog__/dog__us_1_rr.ogg
dollar,A1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/dollar,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dol/dolla/dollar__us_2.ogg
domain,C1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/domain,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dom/domai/domain__us_1_rr.ogg
